Name;Surname;Username;Email alias;Managerial level;Manager;Office;OU Level 1 - Country;OU Level 2 - Office;Password;Groups;Owner of groups
Mariah;Cannon;MarCan01;Mariah.Cannon@contoso.com;6;MadLar01;London;England;London;Zaq12wsx;Office license,Domain Users,GroupNo17,GroupNo41,GroupNo177;
Kristian;Best;KriBes01;Kristian.Best@contoso.com;6;AliPit01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo28,GroupNo31,GroupNo190,GroupNo209;
Sylvie;Gray;SylGra01;Sylvie.Gray@contoso.com;6;MilDuf01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo202;
Gunner;Cunningham;GunCun01;Gunner.Cunningham@contoso.com;6;DylMer01;New York;United States;New York;Zaq12wsx;Office license,Domain Users,GroupNo52,GroupNo190,GroupNo230;
Emilio;Freeman;EmiFre01;Emilio.Freeman@contoso.com;6;NovTho01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo159,GroupNo207;
Leah;Morse;LeaMor01;Leah.Morse@contoso.com;6;JosBur01;New York;United States;New York;Zaq12wsx;Office license,Domain Users,GroupNo176,GroupNo234;
Alanna;Clay;AlaCla01;Alanna.Clay@contoso.com;6;JedWil01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo76,GroupNo169,GroupNo190;
Reed;Ward;ReeWar01;Reed.Ward@contoso.com;6;RemWat01;Mombai;India;Mombai;Zaq12wsx;Office license,Domain Users,GroupNo77,GroupNo205;
Giovanni;Ware;GioWar01;Giovanni.Ware@contoso.com;6;KolVel01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo88,GroupNo105,GroupNo155,GroupNo191;
Athena;Hughes;AthHug01;Athena.Hughes@contoso.com;6;SolGom01;London;England;London;Zaq12wsx;Office license,Domain Users,GroupNo179;
Oakley;Hensley;OakHen01;Oakley.Hensley@contoso.com;6;EliSan02;Chicago;United States;Chicago;Zaq12wsx;Office license,Domain Users;
Alaric;Hardy;AlaHar01;Alaric.Hardy@contoso.com;6;LanDic01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users;GroupNo138
Miracle;Parrish;MirPar01;Miracle.Parrish@contoso.com;6;EmmPac01;Mombai;India;Mombai;Zaq12wsx;Office license,Domain Users;
Sloan;Villarreal;SloVil01;Sloan.Villarreal@contoso.com;6;CleSex01;Bristol;England;Bristol;Zaq12wsx;Office license,Domain Users,GroupNo11,GroupNo112,GroupNo117,GroupNo201;
Rachel;Fuentes;RacFue01;Rachel.Fuentes@contoso.com;6;MarHol01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo121;
Alberto;Odom;AlbOdo01;Alberto.Odom@contoso.com;6;TraMck01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users;GroupNo131
Hunter;Sharpe;HunSha01;Hunter.Sharpe@contoso.com;6;AdaPau01;Chicago;United States;Chicago;Zaq12wsx;Office license,Domain Users,GroupNo129,GroupNo177,GroupNo198;
Ellie;Kirk;EllKir01;Ellie.Kirk@contoso.com;6;SanMcg01;New York;United States;New York;Zaq12wsx;Office license,Domain Users,GroupNo5,GroupNo28,GroupNo213;
Emmeline;Mathis;EmmMat01;Emmeline.Mathis@contoso.com;6;AbdSim01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo4,GroupNo83;
Adelynn;Mcdaniel;AdeMcd01;Adelynn.Mcdaniel@contoso.com;6;MarGil01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo65,GroupNo177;
Emory;Vance;EmoVan01;Emory.Vance@contoso.com;6;BriAgu01;New York;United States;New York;Zaq12wsx;Office license,Domain Users,GroupNo138;
Jaziel;Casey;JazCas01;Jaziel.Casey@contoso.com;6;BriWeb01;New York;United States;New York;Zaq12wsx;Office license,Domain Users;
Elias;House;EliHou01;Elias.House@contoso.com;6;DalCam01;Mombai;India;Mombai;Zaq12wsx;Office license,Domain Users,GroupNo6,GroupNo73;
Atreus;Chaney;AtrCha01;Atreus.Chaney@contoso.com;6;BruEsp01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo4,GroupNo134;
Tatum;Houston;TatHou01;Tatum.Houston@contoso.com;6;WynRut01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users;GroupNo108
Leandro;James;LeaJam01;Leandro.James@contoso.com;6;DaxCur01;Mombai;India;Mombai;Zaq12wsx;Office license,Domain Users,GroupNo33,GroupNo144,GroupNo150;
Isabelle;Pollard;IsaPol01;Isabelle.Pollard@contoso.com;6;EloPhi01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users;
Jackson;Hays;JacHay01;Jackson.Hays@contoso.com;6;EmePen01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo220,GroupNo225;
Moises;Booth;MoiBoo01;Moises.Booth@contoso.com;6;LanCox01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo101,GroupNo168,GroupNo232;
Jasiah;Cruz;JasCru01;Jasiah.Cruz@contoso.com;6;AddCar01;Chicago;United States;Chicago;Zaq12wsx;Office license,Domain Users,GroupNo127;
Aliana;Stewart;AliSte01;Aliana.Stewart@contoso.com;6;BryBon01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo144,GroupNo231;GroupNo89
Amari;Burnett;AmaBur01;Amari.Burnett@contoso.com;6;AriFre01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo213;
Beatrice;Hart;BeaHar01;Beatrice.Hart@contoso.com;6;ZahSla01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo17,GroupNo32,GroupNo65,GroupNo125,GroupNo151;
Simon;Fernandez;SimFer01;Simon.Fernandez@contoso.com;6;LanPac01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo115;
Dulce;Bray;DulBra01;Dulce.Bray@contoso.com;6;MylHal01;Chicago;United States;Chicago;Zaq12wsx;Office license,Domain Users,GroupNo30,GroupNo49,GroupNo61;
Houston;Gill;HouGil01;Houston.Gill@contoso.com;6;MiaGof01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo208;
Anthony;Robles;AntRob01;Anthony.Robles@contoso.com;6;LeoHam01;London;England;London;Zaq12wsx;Office license,Domain Users,GroupNo146,GroupNo222;
Liam;Ruiz;LiaRui01;Liam.Ruiz@contoso.com;6;JanBen01;Mombai;India;Mombai;Zaq12wsx;Office license,Domain Users,GroupNo134;
Lilliana;Ratliff;LilRat01;Lilliana.Ratliff@contoso.com;6;GraYor01;Mombai;India;Mombai;Zaq12wsx;Office license,Domain Users;
Gabriel;Maldonado;GabMal01;Gabriel.Maldonado@contoso.com;6;ElySan01;Chicago;United States;Chicago;Zaq12wsx;Office license,Domain Users,GroupNo18;
Lorenzo;Hansen;LorHan01;Lorenzo.Hansen@contoso.com;6;BraMul01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo46,GroupNo74;
Caroline;Fry;CarFry01;Caroline.Fry@contoso.com;6;PaoSte01;Bristol;England;Bristol;Zaq12wsx;Office license,Domain Users,GroupNo54,GroupNo69;
Lyle;Sheppard;LylShe01;Lyle.Sheppard@contoso.com;6;AydHen01;New York;United States;New York;Zaq12wsx;Office license,Domain Users,GroupNo3,GroupNo141;
Haylee;Stephenson;HaySte02;Haylee.Stephenson02@contoso.com;6;CamJac01;London;England;London;Zaq12wsx;Office license,Domain Users,GroupNo86;
Greta;David;GreDav01;Greta.David@contoso.com;6;AleRod01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo14,GroupNo37,GroupNo55,GroupNo80,GroupNo184,GroupNo196;
Allen;Riddle;AllRid01;Allen.Riddle@contoso.com;6;LanWat01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo22;
Alessia;Glass;AleGla01;Alessia.Glass@contoso.com;6;CarHol01;London;England;London;Zaq12wsx;Office license,Domain Users,GroupNo13,GroupNo42,GroupNo85,GroupNo174;
Anakin;Lowery;AnaLow01;Anakin.Lowery@contoso.com;6;JosCar01;New York;United States;New York;Zaq12wsx;Office license,Domain Users,GroupNo51,GroupNo73;
Novalee;Wiggins;NovWig01;Novalee.Wiggins@contoso.com;6;BreDud01;New York;United States;New York;Zaq12wsx;Office license,Domain Users,GroupNo15;
Watson;Benson;WatBen01;Watson.Benson@contoso.com;6;HolHow01;London;England;London;Zaq12wsx;Office license,Domain Users;
Anson;Cooper;AnsCoo01;Anson.Cooper@contoso.com;6;MarGil01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo72;
Stetson;English;SteEng02;Stetson.English02@contoso.com;6;GraMur01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo128,GroupNo199;
Ashlynn;Horn;AshHor01;Ashlynn.Horn@contoso.com;6;WesCoc01;Mombai;India;Mombai;Zaq12wsx;Office license,Domain Users,GroupNo1,GroupNo41,GroupNo80,GroupNo109,GroupNo233;
Andres;Mccarthy;AndMcc01;Andres.Mccarthy@contoso.com;6;JorBur01;Chicago;United States;Chicago;Zaq12wsx;Office license,Domain Users,GroupNo122;
Emerald;Wilder;EmeWil01;Emerald.Wilder@contoso.com;6;JamDou01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users;
Kylen;Wilkinson;KylWil01;Kylen.Wilkinson@contoso.com;6;TobBar01;New York;United States;New York;Zaq12wsx;Office license,Domain Users,GroupNo154,GroupNo169,GroupNo175;
Aubrey;Ray;AubRay01;Aubrey.Ray@contoso.com;6;NicAgu01;London;England;London;Zaq12wsx;Office license,Domain Users,GroupNo90;
Amaia;Edwards;AmaEdw01;Amaia.Edwards@contoso.com;6;LanWil02;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo20,GroupNo169;
Mark;Bowers;MarBow01;Mark.Bowers@contoso.com;6;JoyMac01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo76,GroupNo171,GroupNo218;
Christine;Montoya;ChrMon01;Christine.Montoya@contoso.com;6;ByrPer01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo25,GroupNo214,GroupNo224,GroupNo231;
Maia;Finch;MaiFin01;Maia.Finch@contoso.com;6;ConSan01;San Francisco;United States;San Francisco;Zaq12wsx;Office license,Domain Users,GroupNo33,GroupNo113,GroupNo143,GroupNo157;
Stanley;Buck;StaBuc01;Stanley.Buck@contoso.com;6;KorHub01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo46,GroupNo68;
Rhett;Whitaker;RheWhi01;Rhett.Whitaker@contoso.com;6;MarShe01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo144;
Roselyn;Knowles;RosKno01;Roselyn.Knowles@contoso.com;6;HowHen01;Chicago;United States;Chicago;Zaq12wsx;Office license,Domain Users,GroupNo180;
Stetson;Reeves;SteRee01;Stetson.Reeves@contoso.com;6;DiaDil01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo45,GroupNo108,GroupNo219;GroupNo70,GroupNo77
Asher;Buckner;AshBuc01;Asher.Buckner@contoso.com;6;AlaRog01;London;England;London;Zaq12wsx;Office license,Domain Users,GroupNo17,GroupNo71,GroupNo86,GroupNo95,GroupNo120,GroupNo224,GroupNo227;
Reuben;Boyle;ReuBoy01;Reuben.Boyle@contoso.com;6;LegGeo01;Chicago;United States;Chicago;Zaq12wsx;Office license,Domain Users,GroupNo133,GroupNo208;
Marina;Chapman;MarCha01;Marina.Chapman@contoso.com;6;GraRus01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo47,GroupNo87,GroupNo92,GroupNo193,GroupNo207;
Emory;Beach;EmoBea01;Emory.Beach@contoso.com;6;HeaWoo01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo35,GroupNo58,GroupNo164;
Jensen;Justice;JenJus01;Jensen.Justice@contoso.com;6;ReeSul01;New York;United States;New York;Zaq12wsx;Office license,Domain Users,GroupNo141,GroupNo163,GroupNo220;
Saul;Black;SauBla01;Saul.Black@contoso.com;6;DarBar01;Bristol;England;Bristol;Zaq12wsx;Office license,Domain Users,GroupNo101,GroupNo113;
Aileen;Mccormick;AilMcc01;Aileen.Mccormick@contoso.com;6;BayEve01;Chicago;United States;Chicago;Zaq12wsx;Office license,Domain Users;
Zoie;Christensen;ZoiChr01;Zoie.Christensen@contoso.com;6;CatTru01;Bristol;England;Bristol;Zaq12wsx;Office license,Domain Users,GroupNo168;
Jayde;Tran;JayTra01;Jayde.Tran@contoso.com;6;MasWag01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo76;
Adalyn;Douglas;AdaDou01;Adalyn.Douglas@contoso.com;6;JudBes01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo57;
Maurice;Case;MauCas01;Maurice.Case@contoso.com;6;DorCam01;Mombai;India;Mombai;Zaq12wsx;Office license,Domain Users,GroupNo87,GroupNo176,GroupNo185,GroupNo220;
Dakari;Ortiz;DakOrt01;Dakari.Ortiz@contoso.com;6;MadFra01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users;
Ramon;Hughes;RamHug01;Ramon.Hughes@contoso.com;6;KacDen01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo78,GroupNo164;GroupNo64
Kristian;Massey;KriMas01;Kristian.Massey@contoso.com;6;ReeSul01;New York;United States;New York;Zaq12wsx;Office license,Domain Users,GroupNo19;
Trace;Blankenship;TraBla01;Trace.Blankenship@contoso.com;6;EmeDal01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users;
Cade;Herring;CadHer01;Cade.Herring@contoso.com;6;JoaMck01;Bristol;England;Bristol;Zaq12wsx;Office license,Domain Users,GroupNo169,GroupNo184;
Lisa;Osborn;LisOsb01;Lisa.Osborn@contoso.com;6;LeoBri01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo59,GroupNo99;
Yusuf;Lancaster;YusLan01;Yusuf.Lancaster@contoso.com;6;MarHol01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo9,GroupNo85,GroupNo108,GroupNo151;
Isaias;Guzman;IsaGuz01;Isaias.Guzman@contoso.com;6;KaiGil01;London;England;London;Zaq12wsx;Office license,Domain Users;
Jude;Freeman;JudFre01;Jude.Freeman@contoso.com;6;LanCox01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo58,GroupNo103,GroupNo218;
Lydia;Summers;LydSum01;Lydia.Summers@contoso.com;6;CasMoo01;Bristol;England;Bristol;Zaq12wsx;Office license,Domain Users,GroupNo222;
Chelsea;Powers;ChePow01;Chelsea.Powers@contoso.com;6;MaxHoo01;Chicago;United States;Chicago;Zaq12wsx;Office license,Domain Users,GroupNo97;
Alianna;Barber;AliBar01;Alianna.Barber@contoso.com;6;GunHam01;Chicago;United States;Chicago;Zaq12wsx;Office license,Domain Users,GroupNo93;
Oakleigh;Acosta;OakAco01;Oakleigh.Acosta@contoso.com;6;DamHay01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo60,GroupNo183;
Jermaine;Horne;JerHor01;Jermaine.Horne@contoso.com;6;EmmJus01;San Francisco;United States;San Francisco;Zaq12wsx;Office license,Domain Users,GroupNo99,GroupNo110,GroupNo116;
Galilea;Dean;GalDea01;Galilea.Dean@contoso.com;6;MilCur01;New York;United States;New York;Zaq12wsx;Office license,Domain Users,GroupNo188;
Dante;Jacobson;DanJac01;Dante.Jacobson@contoso.com;6;NovTho01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo100,GroupNo188;
Jaxx;Neal;JaxNea01;Jaxx.Neal@contoso.com;6;LeaMon01;San Francisco;United States;San Francisco;Zaq12wsx;Office license,Domain Users,GroupNo17,GroupNo58,GroupNo108;
Thatcher;Case;ThaCas01;Thatcher.Case@contoso.com;6;DanBru01;San Francisco;United States;San Francisco;Zaq12wsx;Office license,Domain Users,GroupNo4,GroupNo85,GroupNo95;
Harley;Carr;HarCar02;Harley.Carr02@contoso.com;6;AlySte01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo163,GroupNo201,GroupNo214,GroupNo234;GroupNo33
Lawson;Walker;LawWal01;Lawson.Walker@contoso.com;6;KeaWal01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo2,GroupNo141,GroupNo201;
Scarlette;Love;ScaLov01;Scarlette.Love@contoso.com;6;AriArn01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo23,GroupNo47,GroupNo208,GroupNo217;
Guadalupe;Bernard;GuaBer01;Guadalupe.Bernard@contoso.com;6;AlvLar01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo57,GroupNo167;
Jaycee;Farmer;JayFar01;Jaycee.Farmer@contoso.com;6;EvaBen01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users;
Parker;Watkins;ParWat01;Parker.Watkins@contoso.com;6;RebCha01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo83;
Elliott;Figueroa;EllFig01;Elliott.Figueroa@contoso.com;6;KyrSea01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo101,GroupNo224;
Brinley;Charles;BriCha01;Brinley.Charles@contoso.com;6;EliWhe01;London;England;London;Zaq12wsx;Office license,Domain Users,GroupNo217;
Robin;Pierce;RobPie01;Robin.Pierce@contoso.com;6;CadBer01;Mombai;India;Mombai;Zaq12wsx;Office license,Domain Users;
Jadiel;Mann;JadMan01;Jadiel.Mann@contoso.com;6;MelCle01;Chicago;United States;Chicago;Zaq12wsx;Office license,Domain Users;
Brixton;Oliver;BriOli01;Brixton.Oliver@contoso.com;6;DarPal01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo106;
Briar;Luna;BriLun01;Briar.Luna@contoso.com;6;RogMan01;Chicago;United States;Chicago;Zaq12wsx;Office license,Domain Users,GroupNo234;
Sydney;Case;SydCas01;Sydney.Case@contoso.com;6;BriGib01;London;England;London;Zaq12wsx;Office license,Domain Users;
Odin;Dunlap;OdiDun01;Odin.Dunlap@contoso.com;6;CamHow01;New York;United States;New York;Zaq12wsx;Office license,Domain Users,GroupNo196;
Arthur;Rodriquez;ArtRod01;Arthur.Rodriquez@contoso.com;6;CasMoo01;Bristol;England;Bristol;Zaq12wsx;Office license,Domain Users,GroupNo44,GroupNo120;
Alistair;Wise;AliWis01;Alistair.Wise@contoso.com;6;OliTal01;Chicago;United States;Chicago;Zaq12wsx;Office license,Domain Users,GroupNo184;
Uriel;Molina;UriMol01;Uriel.Molina@contoso.com;6;JoyMac01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo54,GroupNo178,GroupNo216;
Emmie;Caldwell;EmmCal01;Emmie.Caldwell@contoso.com;6;TriCun01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo12,GroupNo53,Developers;
Gwendolyn;Walsh;GweWal01;Gwendolyn.Walsh@contoso.com;6;OdiAda01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo124;
Aubrielle;Bates;AubBat01;Aubrielle.Bates@contoso.com;6;DaxEsp01;Mombai;India;Mombai;Zaq12wsx;Office license,Domain Users,GroupNo8;
Anna;Herring;AnnHer01;Anna.Herring@contoso.com;6;JosCar01;New York;United States;New York;Zaq12wsx;Office license,Domain Users,GroupNo8,GroupNo103,GroupNo193,GroupNo215;
Ricardo;Barton;RicBar01;Ricardo.Barton@contoso.com;6;JunChe01;Mombai;India;Mombai;Zaq12wsx;Office license,Domain Users,GroupNo230;
Ruby;Underwood;RubUnd01;Ruby.Underwood@contoso.com;6;KinLov01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo9,GroupNo214;
Tucker;Sutton;TucSut01;Tucker.Sutton@contoso.com;6;CamHow01;New York;United States;New York;Zaq12wsx;Office license,Domain Users,GroupNo140,GroupNo204;
Sara;Cherry;SarChe01;Sara.Cherry@contoso.com;6;RilGib01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users;GroupNo46
Ximena;Dalton;XimDal01;Ximena.Dalton@contoso.com;6;MilBra01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo76,GroupNo175;
Kamryn;Craig;KamCra01;Kamryn.Craig@contoso.com;6;VanJen01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users;
Shane;Porter;ShaPor01;Shane.Porter@contoso.com;6;RodWil01;Bristol;England;Bristol;Zaq12wsx;Office license,Domain Users;
Vincenzo;Davidson;VinDav01;Vincenzo.Davidson@contoso.com;6;LinEve01;Chicago;United States;Chicago;Zaq12wsx;Office license,Domain Users,GroupNo162;
Sylvia;Webster;SylWeb01;Sylvia.Webster@contoso.com;6;AnnLar01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo185;
Mekhi;Ray;MekRay01;Mekhi.Ray@contoso.com;6;EmeBar02;London;England;London;Zaq12wsx;Office license,Domain Users,GroupNo135,GroupNo202;
Elian;Decker;EliDec01;Elian.Decker@contoso.com;6;HayVan01;Bristol;England;Bristol;Zaq12wsx;Office license,Domain Users,GroupNo169,GroupNo210;
Emmy;Frye;EmmFry01;Emmy.Frye@contoso.com;6;DaxDur01;Bristol;England;Bristol;Zaq12wsx;Office license,Domain Users,GroupNo146;
Holland;Oneil;HolOne01;Holland.Oneil@contoso.com;6;JudMit01;New York;United States;New York;Zaq12wsx;Office license,Domain Users,GroupNo15;
Sarai;Daugherty;SarDau01;Sarai.Daugherty@contoso.com;6;LeyEll01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo76;
Oakleigh;Chang;OakCha01;Oakleigh.Chang@contoso.com;6;KodMan01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo204;
Yareli;Roman;YarRom01;Yareli.Roman@contoso.com;6;UriHor01;New York;United States;New York;Zaq12wsx;Office license,Domain Users,GroupNo230;
Landen;Vaughan;LanVau01;Landen.Vaughan@contoso.com;6;JesDau01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo5;
Nicholas;Spencer;NicSpe01;Nicholas.Spencer@contoso.com;6;MarBra01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo54,GroupNo113;
Alicia;Knox;AliKno01;Alicia.Knox@contoso.com;6;AliCon01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo99,GroupNo204;GroupNo123
Elisabeth;Hogan;EliHog01;Elisabeth.Hogan@contoso.com;6;SinFro01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo82,GroupNo149,GroupNo151,GroupNo171,GroupNo229;
Simeon;Mercer;SimMer01;Simeon.Mercer@contoso.com;6;ZekCoo01;Mombai;India;Mombai;Zaq12wsx;Office license,Domain Users,GroupNo64;
Emiliano;Pope;EmiPop01;Emiliano.Pope@contoso.com;6;DylMer01;New York;United States;New York;Zaq12wsx;Office license,Domain Users;
Kyng;Hays;KynHay01;Kyng.Hays@contoso.com;6;KarMid01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo182;
Lincoln;Gallagher;LinGal01;Lincoln.Gallagher@contoso.com;6;RebCha01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo76,GroupNo134,GroupNo211,GroupNo232;
Yehuda;Horn;YehHor01;Yehuda.Horn@contoso.com;6;CasSwa01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo26;
Brody;Downs;BroDow01;Brody.Downs@contoso.com;6;KehGor01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users;
Ainhoa;Brown;AinBro01;Ainhoa.Brown@contoso.com;6;EasStr01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo53,GroupNo152,GroupNo154;
Sky;Shepherd;SkyShe01;Sky.Shepherd@contoso.com;6;KolVel01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo60,GroupNo138,GroupNo172;
Tripp;Rush;TriRus01;Tripp.Rush@contoso.com;6;MarFin02;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo66,GroupNo132,GroupNo180;
Corey;Daugherty;CorDau01;Corey.Daugherty@contoso.com;6;NicAgu01;London;England;London;Zaq12wsx;Office license,Domain Users,GroupNo82,GroupNo182,GroupNo225;
Skye;Melendez;SkyMel01;Skye.Melendez@contoso.com;6;AleRod01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo106,GroupNo112,GroupNo162,GroupNo176,GroupNo182;
Vanessa;Travis;VanTra01;Vanessa.Travis@contoso.com;6;EliCam01;London;England;London;Zaq12wsx;Office license,Domain Users,GroupNo53,GroupNo127,GroupNo230;
Ansley;Smith;AnsSmi01;Ansley.Smith@contoso.com;6;EmeBer01;London;England;London;Zaq12wsx;Office license,Domain Users,GroupNo173;
Margaret;Alston;MarAls01;Margaret.Alston@contoso.com;6;AbdLeo01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo79;
Davis;Avery;DavAve01;Davis.Avery@contoso.com;6;AubGal01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo218;
Tristen;Hill;TriHil01;Tristen.Hill@contoso.com;6;HanBri01;Chicago;United States;Chicago;Zaq12wsx;Office license,Domain Users,GroupNo35,GroupNo86,GroupNo147,GroupNo164;
Ezequiel;Christian;EzeChr01;Ezequiel.Christian@contoso.com;6;ReyCon01;Bristol;England;Bristol;Zaq12wsx;Office license,Domain Users,GroupNo173;
Robert;Sykes;RobSyk01;Robert.Sykes@contoso.com;6;CasOrt01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo7,GroupNo8,GroupNo204,GroupNo221,GroupNo233;
Jayla;Flynn;JayFly01;Jayla.Flynn@contoso.com;6;KieLyo01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo9,GroupNo164;
Connor;Wilder;ConWil01;Connor.Wilder@contoso.com;6;MylWoo01;Chicago;United States;Chicago;Zaq12wsx;Office license,Domain Users,GroupNo138;
Logan;Farmer;LogFar01;Logan.Farmer@contoso.com;6;ZarKel01;Mombai;India;Mombai;Zaq12wsx;Office license,Domain Users;
Taliyah;Blanchard;TalBla01;Taliyah.Blanchard@contoso.com;6;MorBla01;Chicago;United States;Chicago;Zaq12wsx;Office license,Domain Users,GroupNo100,GroupNo110,GroupNo151,GroupNo158,GroupNo209;
Harrison;Hernandez;HarHer01;Harrison.Hernandez@contoso.com;6;IslNie01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo208;GroupNo169
Damien;Gallegos;DamGal01;Damien.Gallegos@contoso.com;6;NicBen01;Mombai;India;Mombai;Zaq12wsx;Office license,Domain Users,GroupNo18,GroupNo121;GroupNo136,GroupNo211
Kyro;Howe;KyrHow01;Kyro.Howe@contoso.com;6;TheCha01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo94,GroupNo110;
